Teorico,Practico,Time[s],Latitude,Longitude,Speed[m/s],Distance,Altitude[m],dist_Acum
1.0,1.0,0.0,-0.154638,-78.486261,6.166666666666667,0.0,2825,0.0
,,5.0,-0.154438,-78.486388,6.055555555555555,26.352054776080518,2823,26.352054776080518
,,6.0,-0.15438,-78.486398,7.25,6.546515224446197,2821,32.89857000052672
,,11.0,-0.154045,-78.486443,8.055555555555555,37.596668451990375,2821,70.4952384525171
,,16.0,-0.153773,-78.48647,3.111111111111111,30.40320434081315,2819,100.89844279333025
,,21.0,-0.153738,-78.48646,1.2777777777777777,4.048825944161764,2817,104.94726873749201
,,23.0,-0.153705,-78.486438,2.6666666666666665,4.411488652302361,2816,109.35875738979438
,,24.0,-0.153686,-78.48641,3.8055555555555554,3.763768987603684,2816,113.12252637739806
,,25.0,-0.153675,-78.486373,4.361111111111111,4.2935150046262756,2816,117.41604138202433
,,26.0,-0.15367,-78.486331,4.555555555555555,4.704623959330976,2815,122.1206653413553
,,28.0,-0.15367,-78.486228,6.166666666666667,11.456631618012805,2814,133.5772969593681
,,33.0,-0.153678,-78.485978,6.833333333333333,27.82159211394953,2812,161.39888907331763
,,38.0,-0.15362,-78.485575,8.88888888888889,45.287323521478974,2811,206.68621259479661
,,43.0,-0.153558,-78.485176,7.694444444444445,44.91314891442283,2809,251.59936150921945
,,48.0,-0.153506,-78.484923,3.75,28.729298747871294,2809,280.32866025709075
,,53.0,-0.153498,-78.484876,0.0,5.3029738943254685,2808,285.6316341514162
,,62.0,-0.153498,-78.484876,0.0,0.0,2808,285.6316341514162
,,63.0,-0.153498,-78.484876,0.0,0.0,2808,285.6316341514162
,,88.0,-0.1535,-78.484826,1.2777777777777777,5.565919133398255,2808,291.1975532848145
,,91.0,-0.153501,-78.484753,3.4444444444444446,8.120510501992865,2807,299.31806378680733
,,92.0,-0.153518,-78.484723,3.8333333333333335,3.8354032630532635,2807,303.1534670498606
,,93.0,-0.153546,-78.484698,4.0,4.17518853292895,2807,307.3286555827895
,,94.0,-0.153581,-78.484688,4.111111111111111,4.048825946521836,2807,311.37748152931135
,,95.0,-0.153618,-78.484686,4.166666666666667,4.121511824383988,2806,315.49899335369537
,,96.0,-0.153655,-78.484698,4.0,4.3265387869370215,2807,319.8255321406324
,,101.0,-0.153891,-78.484741,6.833333333333333,26.682408758512462,2807,346.50794089914484
,,106.0,-0.154275,-78.484796,9.86111111111111,43.14814095461879,2805,389.6560818537636
,,111.0,-0.154666,-78.484848,11.61111111111111,43.87378682343938,2805,433.529868677203
,,116.0,-0.155355,-78.484925,12.88888888888889,77.11444544633827,2804,510.6443141235413
,,121.0,-0.15592,-78.484983,12.444444444444445,63.1751157754171,2805,573.8194298989583
,,126.0,-0.156448,-78.485056,10.222222222222221,59.2880011632203,2805,633.1074310621786
,,128.0,-0.156606,-78.485125,9.36111111111111,19.177056957668206,2806,652.2844880198469
,,130.0,-0.156726,-78.485223,8.333333333333334,17.233061804158297,2806,669.5175498240052
,,133.0,-0.156898,-78.485346,7.444444444444445,23.52001750024503,2805,693.0375673242502
,,134.0,-0.156963,-78.485366,7.388888888888889,7.564444027551953,2805,700.6020113518022
,,135.0,-0.157031,-78.485371,7.75,7.584047604947988,2806,708.1860589567501
,,137.0,-0.157173,-78.485348,8.0,16.00047859692543,2806,724.1865375536755
,,142.0,-0.157578,-78.485253,10.166666666666666,46.27079937558519,2804,770.4573369292607
,,145.0,-0.15786,-78.485255,10.694444444444445,31.367601818913812,2803,801.8249387481745
,,150.0,-0.158358,-78.485306,11.416666666666666,55.68216779975647,2802,857.507106547931
,,155.0,-0.1589,-78.485375,12.444444444444445,60.7731312078722,2801,918.2802377558032
,,160.0,-0.159446,-78.48546,12.277777777777779,61.46300763092609,2800,979.7432453867293
,,165.0,-0.160011,-78.485545,12.88888888888889,63.55205307706985,2800,1043.295298463799
,,170.0,-0.160601,-78.485636,13.36111111111111,66.40159594280851,2798,1109.6968944066075
,,175.0,-0.161085,-78.485701,13.36111111111111,54.31854744926434,2798,1164.0154418558718
,,180.0,-0.161756,-78.485795,10.416666666666666,75.36401378936412,2797,1239.379455645236
,,185.0,-0.162108,-78.485836,5.694444444444445,39.417597253832916,2797,1278.7970528990688
1.0,1.0,190.0,-0.16223,-78.485851,0.0,13.67222260513811,2796,1292.469275504207
,,197.0,-0.162255,-78.48584,1.3888888888888888,3.038018522799009,2800,1295.507294027006
,,197.0,-0.162255,-78.48584,1.3888888888888888,0.0,2800,1295.507294027006
,,202.0,-0.162416,-78.48586,4.972222222222222,18.045646772011853,2799,1313.552940799018
,,207.0,-0.16263,-78.485893,6.611111111111111,24.08453166438535,2797,1337.6374724634034
,,212.0,-0.163075,-78.48596,10.027777777777779,50.05515068339224,2796,1387.6926231467955
,,217.0,-0.163591,-78.486048,12.527777777777779,58.22325987668643,2796,1445.915883023482
,,222.0,-0.164205,-78.486165,13.722222222222221,69.52397462889522,2794,1515.4398576523772
,,227.0,-0.164811,-78.48628,13.416666666666666,68.60824281516534,2795,1584.0481004675426
,,232.0,-0.165413,-78.486401,13.305555555555555,68.29954477035076,2794,1652.3476452378934
,,237.0,-0.165995,-78.48651,12.805555555555555,65.8612967264635,2791,1718.2089419643569
,,242.0,-0.16658,-78.486625,13.0,66.31480200559022,2790,1784.5237439699472
,,247.0,-0.167166,-78.486733,13.305555555555555,66.27841284714063,2790,1850.8021568170877
,,252.0,-0.167776,-78.486848,13.88888888888889,69.04541049085269,2789,1919.8475673079404
,,257.0,-0.16838,-78.486966,13.305555555555555,68.45289260600943,2790,1988.30045991395
,,262.0,-0.168951,-78.487073,12.583333333333334,64.61772693588364,2791,2052.9181868498335
,,267.0,-0.169478,-78.487166,10.944444444444445,59.52385563978124,2794,2112.442042489615
,,272.0,-0.169866,-78.487223,10.833333333333334,43.62038859343221,2794,2156.062431083047
,,277.0,-0.170418,-78.487336,8.722222222222221,62.67215192944145,2797,2218.7345830124887
,,282.0,-0.170778,-78.487405,8.583333333333334,40.77160720873846,2797,2259.506190221227
