Teorico,Practico,Time[s],Latitude,Longitude,Speed[m/s],Distance,Altitude[m],dist_Acum
1.0,,0.0,-0.15476,-78.486201,3.388888888888889,0.0,2817,0.0
,1.0,5.0,-0.154545,-78.486286,6.25,25.715497279127483,2817,25.715497279127483
,,10.0,-0.154181,-78.486363,9.305555555555555,41.38362067528459,2816,67.09911795441207
,,15.0,-0.153843,-78.486421,6.25,38.14518042976471,2816,105.24429838417677
,,17.0,-0.153756,-78.486415,4.194444444444445,9.699981095523393,2816,114.94427947970017
,,18.0,-0.153725,-78.4864,3.8333333333333335,3.830569390427424,2816,118.7748488701276
,,19.0,-0.1537,-78.486375,4.055555555555555,3.9325613921003777,2817,122.70741026222798
,,20.0,-0.153683,-78.48634,4.166666666666667,4.327957221216865,2816,127.03536748344484
,,21.0,-0.153681,-78.486298,4.555555555555555,4.676929867711385,2816,131.71229735115622
,,26.0,-0.153678,-78.486011,6.166666666666667,31.92459128648245,2814,163.63688863763866
,,31.0,-0.15366,-78.485796,4.472222222222222,23.997992471432415,2813,187.63488110907107
,,36.0,-0.153638,-78.485656,3.3333333333333335,15.763217517073533,2812,203.39809862614462
,,41.0,-0.153608,-78.485461,4.5,21.9449235238535,2810,225.34302214999812
,,46.0,-0.153568,-78.485221,5.888888888888889,27.06329186692559,2808,252.40631401692372
,,51.0,-0.153521,-78.484931,5.694444444444445,32.67742367071838,2807,285.0837376876421
,,53.0,-0.153515,-78.484843,4.722222222222222,9.810915448367894,2807,294.89465313601
,,55.0,-0.153538,-78.484793,2.6666666666666665,6.121666073474264,2806,301.01631920948427
,,56.0,-0.153566,-78.484786,2.9722222222222223,3.2102857797841233,2805,304.22660498926837
,,57.0,-0.153595,-78.484776,3.0833333333333335,3.4120542843108725,2805,307.63865927357926
,,58.0,-0.153623,-78.484776,3.1666666666666665,3.1144353304303056,2805,310.75309460400956
,,59.0,-0.153656,-78.484783,3.388888888888889,3.752255042232722,2804,314.5053496462423
,,64.0,-0.153853,-78.484803,5.277777777777778,22.02491054276547,2804,336.5302601890078
,,69.0,-0.154161,-78.484836,7.638888888888889,34.45486456110751,2805,370.9851247501153
,,74.0,-0.15449,-78.484873,9.61111111111111,36.82530523410471,2804,407.81042998422
,,79.0,-0.155046,-78.484925,10.277777777777779,62.11366897442683,2805,469.9240989586468
,,84.0,-0.155506,-78.484968,10.11111111111111,51.388783206782605,2806,521.3128821654294
,,89.0,-0.155968,-78.485031,10.694444444444445,51.86376146408488,2808,573.1766436295143
,,94.0,-0.15645,-78.485106,9.305555555555555,54.25792612419918,2809,627.4345697537135
,,96.0,-0.15659,-78.485161,7.611111111111111,16.730748210681615,2809,644.1653179643952
,,98.0,-0.156696,-78.48524,7.388888888888889,14.70463163928283,2810,658.869949603678
,,101.0,-0.156845,-78.485358,6.777777777777778,21.140954296634373,2809,680.0109039003124
,,103.0,-0.156958,-78.485396,6.361111111111111,13.260625149745337,2809,693.2715290500578
,,104.0,-0.157011,-78.485396,6.166666666666667,5.895181161170762,2809,699.1667102112285
,,106.0,-0.15712,-78.485381,6.166666666666667,12.238313965287087,2809,711.4050241765156
,,106.0,-0.15712,-78.485381,6.166666666666667,0.0,2809,711.4050241765156
,,111.0,-0.15742,-78.485318,7.25,34.09679194435019,2809,745.5018161208658
,,111.0,-0.15742,-78.485318,7.25,0.0,2809,745.5018161208658
,,115.0,-0.157706,-78.485283,8.527777777777779,32.04905599873863,2808,777.5508721196044
,,119.0,-0.157988,-78.485311,7.083333333333333,31.52104994679321,2806,809.0719220663976
,,124.0,-0.158366,-78.485348,8.583333333333334,42.245815429889376,2806,851.317737496287
,,129.0,-0.158776,-78.485398,9.0,45.942092840996224,2805,897.2598303372832
,,134.0,-0.159118,-78.485443,6.777777777777778,38.36848621709593,2804,935.6283165543791
,,139.0,-0.159385,-78.485481,5.555555555555555,29.997634092765473,2802,965.6259506471446
,,144.0,-0.15965,-78.485538,7.25,30.150051173884087,2802,995.7760018210287
,,149.0,-0.160013,-78.485598,8.833333333333334,40.9242615376992,2803,1036.7002633587279
