Teorico,Practico,Time[s],Latitude,Longitude,Speed[m/s],Distance,Altitude[m],dist_Acum
1.0,1.0,0.0,-0.25182,-78.521325,0.0,0.0,2841,0.0
,,8.0,-0.251746,-78.521243,1.8333333333333333,12.28567125951892,2831,12.28567125951892
,,13.0,-0.251651,-78.521201,4.166666666666667,11.55343691907381,2830,23.83910817859273
,,14.0,-0.25158,-78.5212,4.416666666666667,7.898101414044585,2829,31.737209592637317
,,16.0,-0.251513,-78.521231,4.361111111111111,8.211430078846666,2828,39.94863967148398
,,18.0,-0.251465,-78.521285,3.8333333333333335,8.03626409685665,2828,47.98490376834063
,,22.0,-0.251366,-78.521373,4.305555555555555,14.733167518241439,2829,62.71807128658207
,,24.0,-0.251281,-78.521366,5.083333333333333,9.486541398486152,2828,72.20461268506821
,,29.0,-0.251088,-78.521306,6.25,22.4807933214239,2827,94.68540600649212
,,34.0,-0.25069,-78.521186,8.63888888888889,46.23787160524412,2829,140.92327761173624
,,39.0,-0.250373,-78.521093,9.13888888888889,36.74590538801901,2828,177.66918299975526
,,44.0,-0.249951,-78.520958,6.583333333333333,49.28230442963781,2828,226.95148742939307
,,49.0,-0.249736,-78.520885,6.611111111111111,25.25527157104915,2828,252.20675900044222
,,54.0,-0.249396,-78.52077,5.333333333333333,39.92279500130794,2828,292.12955400175014
,,56.0,-0.249321,-78.520768,3.5833333333333335,8.345203037813192,2828,300.4747570395633
,,60.0,-0.24918,-78.520765,5.083333333333333,15.686955904866487,2827,316.1617129444298
,,65.0,-0.248991,-78.520685,6.166666666666667,22.828112236858097,2826,338.98982518128787
,,70.0,-0.248616,-78.520546,8.11111111111111,44.48437398059253,2827,383.4741991618804
,,75.0,-0.248325,-78.520438,8.944444444444445,34.52513474378198,2827,417.99933390566235
,,80.0,-0.247845,-78.520266,9.666666666666666,56.71450337260349,2828,474.7138372782658
,,85.0,-0.2475,-78.520138,10.38888888888889,40.93026538417943,2828,515.6441026624452
,,90.0,-0.246978,-78.519945,10.166666666666666,61.90340517839234,2827,577.5475078408375
,,95.0,-0.24661,-78.519803,11.36111111111111,43.87415983425869,2825,621.4216676750962
,,100.0,-0.245993,-78.519585,12.527777777777779,72.78648795857683,2821,694.208155633673
,,105.0,-0.245516,-78.519436,14.916666666666666,55.58483099169496,2819,749.7929866253679
,,110.0,-0.244848,-78.519153,12.86111111111111,80.69427604342422,2818,830.4872626687921
1.0,1.0,115.0,-0.244511,-78.519013,7.388888888888889,40.59030105763644,2814,871.0775637264286
,,120.0,-0.244321,-78.51892,1.2777777777777777,23.52947242866894,2806,894.6070361550975
,,125.0,-0.244321,-78.51892,0.0,0.0,2806,894.6070361550975
,,136.0,-0.244243,-78.518895,2.7777777777777777,9.110659470297469,2806,903.717695625395
,,140.0,-0.244198,-78.518796,3.75,12.095865629703006,2810,915.813561255098
,,142.0,-0.244198,-78.518728,3.75,7.563559962689404,2810,923.3771212177874
,,146.0,-0.244298,-78.518595,4.972222222222222,18.508550180006928,2811,941.8856713977943
,,148.0,-0.24436,-78.51853,4.972222222222222,9.991462810538108,2811,951.8771342083324
,,151.0,-0.244091,-78.518288,6.305555555555555,40.24674967713962,2822,992.1238838854721
,,152.0,-0.243885,-78.51829,7.638888888888889,22.914425501557748,2813,1015.0383093870298
,,153.0,-0.243726,-78.518325,8.333333333333334,18.108947146387315,2812,1033.147256533417
,,158.0,-0.243206,-78.518263,7.388888888888889,58.24917765129334,2810,1091.3964341847104
,,160.0,-0.243033,-78.518228,7.027777777777778,19.632610030575613,2811,1111.029044215286
,,161.0,-0.242898,-78.518183,6.416666666666667,15.828268523147834,2812,1126.8573127384338
,,166.0,-0.242678,-78.518098,5.388888888888889,26.233473108433888,2813,1153.0907858468677
,,171.0,-0.242363,-78.517998,6.0,36.76054627769643,2811,1189.8513321245641
,,176.0,-0.242116,-78.5179,7.083333333333333,29.55718634472813,2812,1219.4085184692922
,,181.0,-0.241678,-78.51772,9.38888888888889,52.672161724946186,2812,1272.0806801942383
,,186.0,-0.241328,-78.51757,10.583333333333334,42.355000240082575,2812,1314.4356804343208
,,191.0,-0.240733,-78.517321,12.694444444444445,71.74323405078758,2811,1386.1789144851084
,,196.0,-0.240276,-78.517143,13.833333333333334,54.55167826530308,2809,1440.7305927504115
,,201.0,-0.23961,-78.516858,12.444444444444445,80.57675028657442,2805,1521.307343036986
,,206.0,-0.23922,-78.516688,11.25,47.321659699960655,2802,1568.6290027369466
1.0,,211.0,-0.23877,-78.516475,6.833333333333333,55.37729038347524,2800,1624.0062931204218
,1.0,216.0,-0.238636,-78.516405,2.5,16.815918418741973,2799,1640.8222115391638
,,221.0,-0.238636,-78.516405,0.0,0.0,2799,1640.8222115391638
,,241.0,-0.238636,-78.516405,0.0,0.0,2799,1640.8222115391638
,,243.0,-0.238636,-78.516405,0.0,0.0,2799,1640.8222115391638
,,270.0,-0.238636,-78.516405,0.0,0.0,2799,1640.8222115391638
,,271.0,-0.238636,-78.516405,0.0,0.0,2799,1640.8222115391638
,,292.0,-0.238543,-78.516398,3.388888888888889,10.373635081358794,2803,1651.1958466205226
,,297.0,-0.238381,-78.51631,6.416666666666667,20.506107692608186,2802,1671.7019543131307
,,302.0,-0.238008,-78.51614,7.805555555555555,45.59453196546802,2799,1717.2964862785986
,,307.0,-0.237708,-78.516025,8.944444444444445,35.73660174981054,2798,1753.033088028409
,,312.0,-0.237218,-78.515793,10.166666666666666,60.3028902219535,2796,1813.3359782503626
,,317.0,-0.236868,-78.515635,11.055555555555555,42.71335270589715,2795,1856.0493309562598
,,322.0,-0.236356,-78.51538,10.222222222222221,63.62189833514927,2793,1919.6712292914092
,,327.0,-0.236056,-78.515211,9.305555555555555,38.29934298938417,2789,1957.9705722807935
1.0,,332.0,-0.235696,-78.514943,5.555555555555555,49.92011554165163,2786,2007.8906878224452
,1.0,337.0,-0.235588,-78.514845,1.9444444444444444,16.221199041270577,2784,2024.1118868637159
,,342.0,-0.235588,-78.514845,0.0,0.0,2784,2024.1118868637159
,,354.0,-0.235536,-78.514793,1.4722222222222223,8.179707846702913,2786,2032.2915947104188
,,359.0,-0.235433,-78.514713,5.444444444444445,14.50638823987685,2783,2046.7979829502956
,,364.0,-0.235241,-78.514563,7.638888888888889,27.10076034939779,2780,2073.8987432996933
,,368.0,-0.23487,-78.51438,7.805555555555555,46.01332805116763,2777,2119.912071350861
,,373.0,-0.234586,-78.514298,8.055555555555555,32.879637881612354,2774,2152.7917092324733
,,378.0,-0.234293,-78.514251,8.0,33.006965829214124,2770,2185.7986750616874
,,383.0,-0.233888,-78.514178,6.361111111111111,45.77400380705244,2766,2231.57267886874
,,384.0,-0.233795,-78.514131,5.333333333333333,11.590321125864673,2765,2243.1629999946044
,,388.0,-0.233688,-78.514031,2.4166666666666665,16.290076575196654,2764,2259.453076569801
,,393.0,-0.233631,-78.513968,3.5277777777777777,9.44991145223699,2762,2268.902988022038
,,394.0,-0.233571,-78.513923,4.5,8.342212531468485,2761,2277.2452005535065
,,396.0,-0.233478,-78.513891,5.444444444444445,10.939601398606639,2761,2288.184801952113
,,401.0,-0.233261,-78.513861,6.611111111111111,24.366439232230796,2760,2312.551241184344
,,406.0,-0.232818,-78.513843,9.027777777777779,49.31547414330921,2761,2361.866715327653
,,411.0,-0.232488,-78.513826,8.944444444444445,36.754517077567144,2763,2398.62123240522
,,416.0,-0.232038,-78.513808,7.638888888888889,50.09345103147724,2768,2448.714683436697
,,420.0,-0.231775,-78.513741,7.25,30.187769865328555,2770,2478.9024533020256
,,424.0,-0.231548,-78.51364,6.527777777777778,27.63559617493998,2772,2506.5380494769656
,,429.0,-0.231371,-78.513536,4.416666666666667,22.834599860452656,2773,2529.3726493374184
,,434.0,-0.231251,-78.513471,2.5555555555555554,15.179889980961669,2774,2544.5525393183802
,,439.0,-0.231143,-78.513401,4.916666666666667,14.315379019205855,2773,2558.867918337586
,,444.0,-0.230848,-78.513223,6.222222222222222,38.323235441291175,2775,2597.1911537788774
,,449.0,-0.23071,-78.513133,3.5277777777777777,18.325555917943845,2774,2615.516709696821
1.0,,454.0,-0.230663,-78.513105,0.0,6.085184108178215,2774,2621.6018938049992
,1.0,464.0,-0.230663,-78.513105,0.0,0.0,2774,2621.6018938049992
,,465.0,-0.230663,-78.513105,0.0,0.0,2774,2621.6018938049992
,,470.0,-0.23041,-78.51298,5.555555555555555,31.388449382431975,2779,2652.9903431874313
,,475.0,-0.230208,-78.512865,6.972222222222222,25.854365969835385,2780,2678.8447091572666
,,480.0,-0.229843,-78.512731,6.222222222222222,43.248343447854715,2782,2722.093052605121
,,485.0,-0.229605,-78.512663,6.611111111111111,27.532007199923804,2784,2749.625059805045
,,486.0,-0.22947,-78.512668,6.472222222222222,15.026322849931702,2788,2764.6513826549767
,,491.0,-0.229206,-78.512668,6.944444444444445,29.36467597261833,2791,2794.016058627595
,,496.0,-0.22881,-78.512706,7.25,44.249343845349706,2795,2838.265402472945
,,501.0,-0.228538,-78.512735,7.611111111111111,30.425982416637307,2798,2868.6913848895824
,,506.0,-0.228171,-78.512783,8.63888888888889,41.16900930696705,2800,2909.8603941965494
,,511.0,-0.227655,-78.512848,10.11111111111111,57.84816857461739,2801,2967.7085627711667
,,516.0,-0.227281,-78.512895,10.694444444444445,41.927150622494736,2800,3009.6357133936613
1.0,1.0,521.0,-0.226726,-78.512965,9.25,62.22162701339493,2797,3071.857340407056
,,525.0,-0.22646,-78.512951,5.222222222222222,29.628086071365832,2796,3101.485426478422
,,530.0,-0.226388,-78.512945,0.0,8.036306908118004,2796,3109.5217333865403
,,543.0,-0.226336,-78.51294,1.7777777777777777,5.810627335507501,2796,3115.3323607220477
,,548.0,-0.226196,-78.512926,4.972222222222222,15.649842642235308,2795,3130.982203364283
,,553.0,-0.225856,-78.512871,6.833333333333333,38.3097495341839,2798,3169.291952898467
,,558.0,-0.2256,-78.51285,6.972222222222222,28.570480576887412,2801,3197.8624334753545
,,563.0,-0.225211,-78.512808,7.25,43.5198677169671,2805,3241.3823011923214
,,568.0,-0.224943,-78.512783,7.5,29.93901134530393,2808,3271.3213125376255
,,573.0,-0.22455,-78.512751,6.416666666666667,43.85799295414959,2813,3315.1793054917753
,,577.0,-0.22433,-78.512743,6.0,24.486736602418407,2817,3339.6660420941935
,,579.0,-0.224243,-78.512815,6.111111111111111,12.561054887502394,2817,3352.227096981696
,,584.0,-0.224086,-78.512991,7.194444444444445,26.233391892990326,2818,3378.4604888746862
,,589.0,-0.223818,-78.513221,5.194444444444445,39.28211785347473,2820,3417.742606728161
,,591.0,-0.223726,-78.5132,5.444444444444445,10.496344686682532,2820,3428.2389514148435
,,593.0,-0.223641,-78.51314,5.694444444444445,11.572685154084905,2819,3439.8116365689284
