archivo,Intervalo_1,Intervalo_2,Intervalo_3,Intervalo_4,Intervalo_5,Intervalo_6,Intervalo_7,Intervalo_8,Intervalo_9,Intervalo_10,Intervalo_11,Intervalo_12,Intervalo_13,Intervalo_14,Intervalo_15,Intervalo_16,Intervalo_17,Intervalo_18,Intervalo_19,Intervalo_20,Intervalo_21,Intervalo_22
V1-01.08.2024-C1NS.M07.csv,-0.04473493100944081,0.011492189468380012,0.035511982570806094,-0.1292330917874396,0.1636950904392765,-0.0058213716108452915,-0.08080908289241623,-0.010437710437710431,0.08326719576719577,0.06579401822457379,-0.11053591470258138,0.04268755935422601,0.039373897707231036,0.10113168724279835,-0.061923658352229766,0.02043249959916628,0.0018518518518518615,0.01749926804274629,0.11894586894586895,-0.18903619528619534,-0.00771073999267146,0
V1-01.08.2024-C1NS.M31.csv,0.012139917695473257,0.03792041292041293,0.006740535549399827,-0.11718532442216652,0.24206349206349206,-0.041945914168136395,-0.01006944444444444,0.11940035273368606,0.0428984788359788,-0.1730975723622782,0.08750000000000001,0.11092592592592591,-0.05012569130216187,0.14590132090132088,0.04101851851851854,0.03903703703703705,0.07160261765524928,0.013893565282454159,0.15916666666666668,0.0404100529100529,0.010084142173889032,-0.07000000000000002
V1-01.08.2024-C1NS.T10.csv,-0.010694642291864497,-0.07895622895622895,0.11505291005291005,-0.10463154666053215,0.15223765432098765,-0.08112535612535615,-0.11731481481481484,0.22873176206509538,-0.04821348242400872,-0.19397759103641457,-0.05039326961369981,-0.072010582010582,0.053316326530612246,-0.029146537842190016,-0.016666666666666663,0.06720085470085473,0.00545460874408243,0.009802737520128784,0.07757936507936508,0.049344135802469144,0.019302679448072815,0
V1-01.08.2024-C1NS.T81.csv,0.0044069214987582294,0.05858585858585859,0.004166376589622204,-0.10867194674012863,0.06467097717097718,0.04651675485008818,-0.03983198514448515,0.0015046296296296145,0.033431267806267796,-0.04497897656110217,0.08480847179677589,-0.015512501296815025,0.021111111111111115,0.02691484001007812,0.08346560846560848,0.07587844254510921,-0.01903021442495127,-0.012453314659197029,0.03360566448801742,0.030199724517906323,0.1008858759553204,0
V1-01.08.2024-C1NS.V12.csv,-0.062499999999999944,-0.049398148148148115,0.19493856837606832,-0.13517156862745094,0.05041530501089331,0.06553497942386832,-0.04518849206349206,-0.06029040404040401,-0.014281705948372624,-0.05652116402116402,0.03684864518197854,-0.0031517094017093996,0.051296296296296263,-0.020158195713751242,0.016412490922294895,0.04318701417466848,-0.0041666666666666935,-0.02463957927225468,0.08743386243386242,-0.014259259259259234,0.035436424469627595,0
V1-01.08.2024-C1NS.V15.csv,0.018124521072796912,0.0012037037037037248,0.08785403050108932,-0.06674382716049383,0.06886939571150097,0.012896825396825391,-0.05831863609641386,0.20995370370370367,0.02731481481481482,-0.06626064567241038,-0.01879084967320261,0.012222222222222242,9.221772379667088e-4,0.01093474426807759,0.0015432098765432117,0.01440527065527067,-0.016743827160493815,0.035291280864197555,0.09036458333333333,-0.0807621671258035,0.03670960346602942,0
V1-01.08.2024-C1NS.V42.csv,0.05096634332745443,0.043901420217209705,-0.019047619047619056,-0.07302188552188552,0.14772727272727273,0.033888888888888906,-0.10590277777777775,0.16888888888888887,0.07204415954415956,-0.06111111111111111,-0.04850471589602024,-0.046440972222222224,0.0031201369436663702,0.06079059829059828,0.00416666666666666,0.018160774410774412,-0.059542181069958816,0.028021442495126683,-0.01518518518518518,-0.06559376837154615,0.0012064684047442683,0
V1-01.08.2024-C1NS.V43.csv,0.07459022852639875,-0.03154761904761905,0.13498263888888903,-0.10956558061821219,0.1469135802469136,0.08769290123456792,-0.08585858585858587,0.21296296296296297,0.03518518518518518,-0.12101851851851851,-0.02686387686387686,0.033399470899470915,0.0291280864197531,0.006087105624142643,0.09368686868686868,0.013826232247284862,0.010243055555555566,-0.02006944444444443,0.06770833333333334,-0.06202050264550264,0.025661040501645235,0
V1-01.08.2024-C1NS.V48.csv,-0.023341946597760555,-0.048882503192848,0.08552631578947367,-0.1383838383838384,0.19022633744855968,0.04859138257575759,-0.13090711031887503,0.2719065656565656,0.04627525252525254,-0.1310130718954248,-0.033551198257080625,0.006873219373219345,0.14932870370370374,0.001719576719576718,-0.015753690753690743,-0.04153775517411882,0.01253561253561247,0.01981231606419014,0.07781408859840233,-0.026790123456790108,0.026456196687062977,0
V1-01.08.2024-C1NS.V49.csv,-0.049162257495590826,-0.00801667468334135,0.1378110915147952,-0.1279658564814815,0.11982570806100218,-0.014149305555555575,-0.12275132275132275,0.3196759259259259,-0.006220322886989562,-0.22858796296296305,-0.03760288065843621,-0.03298059964726631,0.08946608946608949,-0.061985596707818925,0.1941854441854442,-0.020778697952611006,-0.05009920634920635,0.07081845238095238,0.19701646090534977,-0.11398959836459835,-0.016771710178607065,0
V2-01.08.2024-C1NS.M07.csv,0.03173400673400673,-0.011769442076347458,0.058783068783068784,-0.10798941798941798,0.20180005180005164,-0.0839045698924731,-0.05991512345679013,0.2255190796857464,-0.046557271557271566,-0.09474527665317138,-0.024814814814814828,-0.037008978675645336,-0.03540448343079922,0.043968253968253955,0.04981366815732141,0.044809996648231966,-6.535947712418604e-4,-0.0038289282175151835,0.05330687830687831,-0.1597222222222222,-0.024026478961196265,0
V2-01.08.2024-C1NS.M31.csv,-0.023461431356168194,-0.004563918757467134,0.08113121345029232,-0.1288131313131313,0.057677708764665284,0.02407059314954055,-0.015882464096749822,0.4122017274191186,-0.029864694415778055,-0.1414133668412134,0.05124934133554826,-0.09444444444444446,-0.01284301346801348,0.025488199665831244,0.04273504273504273,0.011006054131054127,-0.009189597120631597,-0.01154637543526433,0.11230709876543209,-0.3424652777777778,0.041441991109061334,0
V2-01.08.2024-C1NS.T10.csv,-0.006731167614678928,-0.004998610242512686,0.08526475694444449,-0.10617592592592594,0.12318244170096022,0.012808641975308614,-0.05037301587301592,0.03348450491307632,-0.028258362168396764,-0.14746342981637095,-0.006128747795414455,0.008608058608058617,-0.02526822457378011,0.0020107323232323197,-0.021095482960274234,-0.02228931830381108,0.03229166666666666,-0.002646072796934883,0.09966049382716048,-0.09429012345679012,0.057327688019652275,0
V2-01.08.2024-C1NS.T81.csv,0.021152263374485614,0.0021269841269841326,0.02105555555555555,-0.08062654320987657,5.3910453070105525e-5,0.05842236467236465,-0.03217592592592593,-0.02068794000612183,-0.0576687379932816,-0.007868768422401631,0.01944444444444444,0.08634403036576954,-0.03818783068783069,0.015518436242120445,-0.036718749999999994,0.0051399410774410825,0.02554012345679011,-0.05262433862433868,0.08015873015873017,-0.08037367724867725,0.01215690763484881,0
