archivo,Intervalo_1,Intervalo_2,Intervalo_3,Intervalo_4,Intervalo_5,Intervalo_6,Intervalo_7,Intervalo_8,Intervalo_9,Intervalo_10,Intervalo_11,Intervalo_12,Intervalo_13,Intervalo_14,Intervalo_15,Intervalo_16,Intervalo_17,Intervalo_18,Intervalo_19,Intervalo_20,Intervalo_21,Intervalo_22
V1-01.08.2024-C1NS.M07.csv,0.611111111111111,0.7833333333333333,0.8333333333333334,1.0222222222222221,1.0166666666666666,1.1111111111111112,1.1277777777777778,1.138888888888889,1.1333333333333333,1.2222222222222223,0.8444444444444444,0.9888888888888887,2.0833333333333335,0.7037037037037036,0.9944444444444445,0.8611111111111107,0.8222222222222222,1.0722222222222224,0.6166666666666666,0.8111111111111111,1.2777777777777777,0
V1-01.08.2024-C1NS.M31.csv,0.75,1.0722222222222224,0.9777777777777776,1.0944444444444443,1.1944444444444446,1.027777777777778,0.8499999999999994,1.0833333333333335,1.05,1.038888888888889,0.7666666666666668,1.4722222222222223,1.0833333333333333,1.05,0.9722222222222223,1.277777777777778,1.2166666666666666,1.75,1.5138888888888893,1.0277777777777777,1.3333333333333333,0.3111111111111111
V1-01.08.2024-C1NS.T10.csv,1.083333333333333,1.0944444444444446,1.2944444444444445,1.2444444444444447,1.4277777777777778,1.3,0.9722222222222221,1.4722222222222219,1.1,1.1833333333333333,0.9777777777777779,0.7611111111111111,1.05,0.4444444444444445,1.0166666666666666,1.3333333333333335,0.8749999999999999,1.1111111111111112,0.75,2.833333333333333,1.1666666666666667,0
V1-01.08.2024-C1NS.T81.csv,1.583333333333334,0.5416666666666666,0.9277777777777777,1,1.0666666666666669,1,1.2333333333333332,1.0888888888888895,0.9333333333333332,0.7499999999999999,1.1666666666666667,0.6666666666666666,0.7777777777777777,1.5694444444444444,0.9222222222222222,0.7277777777777779,0.8277777777777777,1.0555555555555556,0.6180555555555556,0.833333333333333,1.5833333333333335,0
V1-01.08.2024-C1NS.V12.csv,0.9722222222222223,0.7666666666666667,0.833333333333333,0.6666666666666666,0.7592592592592594,0.8,0.8444444444444444,0.7277777777777779,0.7222222222222223,0.6722222222222222,0.7777777777777779,0.5777777777777777,1.2444444444444442,1.4074074074074083,0.9777777777777779,1.1944444444444438,0.888888888888889,1.2222222222222223,0.6111111111111112,0.6527777777777768,1.2222222222222223,0
V1-01.08.2024-C1NS.V15.csv,0.8888888888888893,0.7944444444444445,0.6277777777777777,0.75,0.6611111111111111,0.8055555555555556,0.6888888888888889,0.6851851851851852,1.1388888888888888,0.711111111111111,0.5777777777777778,0.5333333333333334,0.8944444444444443,0.8388888888888889,0.6055555555555556,0.8388888888888889,0.7333333333333333,0.9277777777777778,0.5555555555555558,0.6277777777777778,1.1944444444444442,0
V1-01.08.2024-C1NS.V42.csv,0.8555555555555555,0.8055555555555556,0.305555555555555,0.4666666666666666,0.875,0.888888888888889,0.42222222222222233,0.9444444444444444,0.6481481481481483,0.22222222222222232,0.7277777777777779,0.5777777777777777,0.8333333333333334,0.9555555555555555,0.9444444444444446,0.5833333333333339,0.4444444444444443,1.0444444444444443,0.1833333333333332,0.5222222222222223,0.7333333333333332,0
V1-01.08.2024-C1NS.V43.csv,1.1944444444444446,0.7166666666666667,0.8472222222222221,0.7944444444444445,0.8833333333333334,0.9305555555555556,0.888888888888889,0.7611111111111113,0.8444444444444443,0.7833333333333334,0.9055555555555556,0.8194444444444444,0.9666666666666668,0.7222222222222222,1.0555555555555554,0.7222222222222223,0.8981481481481479,1.1833333333333333,0.6,0.4722222222222222,1.0277777777777777,0
V1-01.08.2024-C1NS.V48.csv,0.8611111111111113,0.8222222222222222,0.7555555555555555,0.7222222222222223,0.7944444444444445,0.9259259259259262,0.8333333333333333,0.7944444444444444,0.8055555555555556,0.6777777777777778,0.7944444444444443,0.6444444444444445,1.1111111111111112,0.7847222222222222,0.9277777777777778,0.833333333333333,0.7833333333333334,1.3981481481481488,0.5777777777777777,0.7777777777777777,0.9305555555555554,0
V1-01.08.2024-C1NS.V49.csv,1.3611111111111107,0.7407407407407408,0.7314814814814815,0.5462962962962964,1.0833333333333333,0.8240740740740741,0.824074074074074,0.7962962962962962,0.7407407407407408,0.6666666666666669,0.7222222222222223,0.722222222222222,1.1481481481481481,1.0277777777777781,0.9722222222222223,1.0555555555555554,0.7314814814814815,1.4166666666666667,0.8888888888888888,0.7685185185185185,1.1111111111111107,0
