archivo,Intervalo_1,Intervalo_2,Intervalo_3,Intervalo_4,Intervalo_5,Intervalo_6,Intervalo_7,Intervalo_8,Intervalo_9,Intervalo_10,Intervalo_11,Intervalo_12,Intervalo_13,Intervalo_14,Intervalo_15,Intervalo_16,Intervalo_17,Intervalo_18,Intervalo_19,Intervalo_20,Intervalo_21
V1-01.08.2024-C1SN.M07.csv,0.05929232804232805,-0.009773662551440333,-0.06582491582491583,-0.028737251744498114,0.057792207792207805,-0.08670634920634919,0.04623538011695907,0.037024691358024636,0.09343395252837979,-0.038310185185185176,0.04436663554310614,0.21922150776639943,-0.0995475113122172,0.08219420077972703,-0.03248409012727895,-0.02777777777777777,-0.09365953531170923,0.01877139744786815,-0.033145254629629604,0.006540017028522775,0
V1-01.08.2024-C1SN.M31.csv,0.00781387966239653,-0.04775910364145655,-0.09398530762167126,0.0314300411522634,0.12400506096158272,-0.08235930735930734,-0.025524013024013015,0.039125073486184596,0.009876543209876562,-0.005574700640490001,0.10371315192743764,0.024634502923976596,-0.06401748971193418,0.0586226851851852,-0.02715464833520391,0.02008928571428575,-0.059649122807017535,0.07363136137645941,-0.02084419974886506,0.013253183558289425,0
V1-01.08.2024-C1SN.T10.csv,0.08717948717948718,-0.008170244107744074,-0.051463844797178124,-0.047578347578347564,0.155982905982906,-0.09496794871794872,-0.026473765432098766,-0.015472516166960607,-0.013194444444444446,0.018273875882571542,-0.005085243974132875,-0.06074011458626843,0.06053791887125227,-0.04574314574314573,-0.009294871794871774,0.0033950617283950058,-0.03028935185185183,0.02006172839506173,-0.08757122507122507,0.03403201005571693,0
V1-01.08.2024-C1SN.T81.csv,0.06995958391307229,0.06965176455917195,0.025893550893550887,0.023950457484111315,0.026730019493177375,-0.03486467236467235,0.09077380952380952,0.01828181565023671,0.00782407407407406,0.009402356902356893,0.07880116959064327,-0.05462962962962964,0.04155379553106828,-0.06717171717171717,0.033316228790366775,-0.11435185185185184,-0.020949074074074075,-0.009247076023391707,0.024431818181818197,-0.02687393482146568,0
V1-01.08.2024-C1SN.V12.csv,-0.00947744619619619,0.02094835518748559,-0.05111111111111109,0.0028322440087145957,0.006234567901234568,0.02942386831275724,0.07100480109739365,-0.023648741105637656,0.027314814814814816,0.012698412698412712,-0.05382241215574547,-0.14489711934156377,0.07387566137566141,0.15851521164021162,-0.07205882352941172,-0.01877869605142332,-0.00838477366255144,-0.04340277777777777,0.04691262469900242,0.08657519234210062,0
V1-01.08.2024-C1SN.V15.csv,0.08931218550251599,0.1602693602693603,-0.04118923611111111,-0.03000336700336711,0.0560082304526749,-0.012448796722990265,0.026350239625433432,0.07416418927288493,-0.04521604938271605,-0.0016718106995884756,0.004265873015873013,-0.09241301907968573,-0.01847628330084471,0.012390572390572386,0.08604312354312355,-0.003323836657169948,-0.058163265306122466,0.005751964085297448,-0.0378021978021978,0.05074913715264593,0
V1-01.08.2024-C1SN.V42.csv,0.011971379680804237,0.2909143518518519,-0.08320707070707073,-0.06230158730158716,0.049648445236680536,0.03390522875816996,0.013787375415282398,0.0533678497389859,-0.014110305958132027,0.00865215031881698,0.07810019841269841,-0.03648111148111151,-0.03255437977660199,-0.016494140843808108,0.07539682539682538,-0.02165831244778613,-0.030497685185185187,0.03227513227513226,-0.05292427604255561,-0.03352194510282747,0
V1-01.08.2024-C1SN.V43.csv,0.06533224400871461,0.01931448992852503,0.12777777777777777,-0.03502326217843456,0.033978174603174566,-0.02816091954022985,-0.009487679312240723,0.033502146002146065,0.07669934640522877,-0.058695436507936516,0.15611111111111117,0.013675213675213637,-0.05617944147355911,-0.007725694444444442,-0.08967611336032388,-0.046343779677113076,-0.08659979423868311,0.024269005847953194,0.0029642489711934187,0.026458280961957396,0
V1-01.08.2024-C1SN.V48.csv,0.03055077040865153,0.15296792328042327,-0.04541245791245792,0.059645061728395093,0.014551767676767692,-0.02353927203065136,0.05552662037037037,-0.03979888398046966,-0.025376157407407455,-4.385964912279839e-4,0.11574074074074074,0.09057017543859643,-0.2066077441077441,-0.04909297052154195,0.16531986531986534,-0.013591269841269911,-0.08305555555555555,0.06944444444444442,-0.22857142857142856,0.02071308102273494,0
V1-01.08.2024-C1SN.V49.csv,0.07166402953586498,0.035704264870931514,-0.10495580808080802,-0.01652500668883538,0.03917378917378914,-0.01864364364364366,0.012320302313128707,0.010782879317362085,-0.03354497354497355,0.02178649237472767,0.025712429221201087,-0.021776406035665264,0.16792929292929298,-0.11354993386243388,0.0886243386243386,-0.031310916179337275,-0.04937321937321933,0.07002645502645503,-0.05631313131313133,0.042596614322307616,0
V2-01.08.2024-C1SN.M07.csv,0.02473769693765639,-0.12258631512868802,-0.11814892623716154,-0.0014779809305606384,0.06810515873015868,-0.05709325396825396,0.02003495842781559,0.031363111860692,0.03604166666666665,-0.03290781333109376,0.07113095238095238,-0.012099358974359006,-0.022194163860830386,-0.03440272112147112,-0.03914854109362121,-0.03229166666666668,-0.10258986928104576,0.06301807760141095,0.011596230158730163,0.0318739384539227,0
V2-01.08.2024-C1SN.M31.csv,0.08115178419734134,0.05220258136924802,-0.01696581196581195,-0.077475845410628,0.028267450142450107,0.01799115845168475,-0.002189561136478955,0.002397486772486765,0.017541152263374497,-0.008051924473493111,0.04626408151336415,-0.012551580112721403,-0.15111289173789175,0.07192982456140352,-0.051176640961587215,-0.1281069624819625,0.013840155945419104,0.029930627221649003,-0.0679105873550318,-0.015877050408640823,0
V2-01.08.2024-C1SN.T10.csv,0.06881451123254403,-0.03145161290322581,-0.030288957688338485,0.026311728395061722,0.005709876543209888,0.009536245647356745,-0.08204483542231256,0.03352169938587099,-0.07413194444444446,-0.025735895463322712,0.07235449735449735,-0.13925851254480284,-0.055388349070414296,-0.020536807468625767,0.0787698412698413,-0.10779345483049188,0.039459497304487876,-0.0982552800734619,-0.010274146695715386,-0.03621199813219632,0
