archivo,MeanVel_Int1_Sub1,MeanVel_Int1_Sub2,MeanVel_Int1_Sub3,MeanVel_Int2_Sub1,MeanVel_Int2_Sub2,MeanVel_Int2_Sub3,MeanVel_Int3_Sub1,MeanVel_Int3_Sub2,MeanVel_Int3_Sub3,MeanVel_Int4_Sub1,MeanVel_Int4_Sub2,MeanVel_Int4_Sub3,MeanVel_Int5_Sub1,MeanVel_Int5_Sub2,MeanVel_Int5_Sub3,MeanVel_Int6_Sub1,MeanVel_Int6_Sub2,MeanVel_Int6_Sub3,MeanVel_Int7_Sub1,MeanVel_Int7_Sub2,MeanVel_Int7_Sub3,MeanVel_Int8_Sub1,MeanVel_Int8_Sub2,MeanVel_Int8_Sub3,MeanVel_Int9_Sub1,MeanVel_Int9_Sub2,MeanVel_Int9_Sub3,MeanVel_Int10_Sub1,MeanVel_Int10_Sub2,MeanVel_Int10_Sub3,MeanVel_Int11_Sub1,MeanVel_Int11_Sub2,MeanVel_Int11_Sub3,MeanVel_Int12_Sub1,MeanVel_Int12_Sub2,MeanVel_Int12_Sub3,MeanVel_Int13_Sub1,MeanVel_Int13_Sub2,MeanVel_Int13_Sub3,MeanVel_Int14_Sub1,MeanVel_Int14_Sub2,MeanVel_Int14_Sub3,MeanVel_Int15_Sub1,MeanVel_Int15_Sub2,MeanVel_Int15_Sub3,MeanVel_Int16_Sub1,MeanVel_Int16_Sub2,MeanVel_Int16_Sub3,MeanVel_Int17_Sub1,MeanVel_Int17_Sub2,MeanVel_Int17_Sub3,MeanVel_Int18_Sub1,MeanVel_Int18_Sub2,MeanVel_Int18_Sub3,MeanVel_Int19_Sub1,MeanVel_Int19_Sub2,MeanVel_Int19_Sub3,MeanVel_Int20_Sub1,MeanVel_Int20_Sub2,MeanVel_Int20_Sub3
V2-01.08.2024-C1SN.M07.csv,1.0524691358024691,3.619281045751634,8.580065359477125,5.155555555555556,9.044444444444444,8.816666666666666,2.183333333333333,8.711111111111112,5.597222222222222,3.497685185185185,2.136574074074074,5.506944444444445,4.2444444444444445,7.383333333333333,8.833333333333334,4.741666666666666,5.308641975308642,4.296296296296296,4.277777777777778,7.777777777777778,3.271604938271605,1.8939393939393938,5.833333333333333,2.436868686868687,7.170634920634921,8.535714285714286,3.634259259259259,6.095679012345679,5.314814814814815,3.981481481481481,4.083333333333334,8.25,9.027777777777779,2.7444444444444445,5.152777777777778,9.979166666666664,2.5069444444444446,8.847222222222221,9.090277777777779,5.288194444444445,11.01984126984127,4.718253968253968,4.7063492063492065,8.305555555555555,4.50462962962963,4.842592592592593,3.2055555555555557,4.85,5.801587301587301,10.623015873015873,6.291666666666666,1.8101851851851853,12.555555555555555,10.773148148148149,3.4537037037037037,11.989583333333334,9.614583333333334,6.535714285714286,5.246031746031746,4.953703703703704
V2-01.08.2024-C1SN.M31.csv,1.205128205128205,4.829059829059829,9.076923076923077,3.6597222222222223,7.587301587301587,11.277777777777779,3.0416666666666665,9.833333333333334,10.86111111111111,5.722222222222222,9.385416666666668,6.424603174603175,3.4611111111111112,9.0625,9.541666666666668,2.5982905982905984,4.235042735042735,3.4768518518518516,4.7188888888888885,1.8796296296296295,0.9027777777777778,2.2376543209876543,5.256944444444445,4.211805555555555,5.62962962962963,10.76388888888889,3.712962962962963,5.196581196581197,7.467592592592593,1.5069444444444444,2.3425925925925926,3.191919191919192,6.095959595959596,4.37037037037037,2.338888888888889,7.249999999999999,4.85,8.75,2.5625,4.611111111111112,11.708333333333334,7.069444444444445,4.740740740740741,10.453703703703704,1.5787037037037037,3.611111111111111,10.0625,3.2685185185185186,6.027777777777778,11.36111111111111,7.972222222222223,7.432539682539683,12.560185185185185,5.837962962962964,7.541666666666667,10.739583333333332,6.809027777777778,8.816993464052288,4.90032679738562,6.107843137254902
V2-01.08.2024-C1SN.T10.csv,1.7586805555555556,4.465277777777778,8.064814814814815,2.5277777777777777,5.736111111111112,9.533333333333333,0,3.9629629629629632,8.375,3.338888888888889,3.897222222222222,5.416666666666667,3.712962962962963,7.032407407407407,8.016666666666667,3.0534188034188032,3.4209401709401708,4.02991452991453,4.3813131313131315,5.7146464646464645,2.9972222222222222,3.0185185185185186,5.487654320987654,3.545138888888889,6.170138888888889,6.149305555555555,2.2569444444444446,7.777777777777778,5.698412698412699,6.55952380952381,4.3,8.588888888888889,9.305555555555554,4.226851851851852,3.3444444444444446,8.6,0.8842592592592592,10.094444444444445,5.1,5.979166666666667,11.115079365079366,6.404761904761905,3.6555555555555554,9.555555555555555,8.222222222222223,2.8333333333333335,9.172222222222222,1.6166666666666667,1.5208333333333333,10.76388888888889,7.345238095238095,7.333333333333333,9.384920634920634,3.75,6.888888888888888,9.988888888888889,4.7444444444444445,6.464285714285714,4.964285714285714,5.069444444444445
V2-01.08.2024-C1SN.T81.csv,2.5393518518518516,4.43287037037037,9.467592592592593,3.2118055555555554,10.388888888888888,6.984126984126984,3.9305555555555554,7.861111111111111,6.555555555555555,4.563492063492063,8.857142857142858,7.1230158730158735,3.4555555555555557,5.55,7.8388888888888895,4.330555555555556,3.947530864197531,4.805555555555555,2.4761904761904763,4.357142857142857,1.7457264957264957,2.33974358974359,2.6965811965811968,2.127314814814815,6.166666666666667,9.777777777777779,4.844444444444444,5.517676767676767,3.0656565656565657,5.487373737373737,3.8222222222222224,9.63888888888889,8.194444444444445,2.25,7.076388888888888,10.458333333333334,1.3402777777777777,6.965277777777778,10.895833333333334,7.428571428571429,11.685185185185185,4.87962962962963,5.824074074074074,4.907407407407407,5.716666666666668,4.2555555555555555,4.951388888888888,6.020833333333333,6.423611111111111,8.98263888888889,4.28125,8.9,13.683333333333334,10.666666666666666,7.953703703703703,9.57716049382716,6.739583333333333,6.660493827160494,6.586601307189542,5.5245098039215685
V2-01.08.2024-C1SN.V12.csv,2.4273504273504276,4.754273504273504,10.601851851851851,3.9131944444444446,8.630952380952381,10.222222222222223,2.398148148148148,11.490740740740742,10.824074074074074,3.6416666666666666,4.6305555555555555,6.044444444444444,5.149305555555555,6.634920634920634,4.178571428571429,5.133333333333334,5.799382716049383,3.9228395061728394,5.175925925925926,4.145833333333333,2.449074074074074,3.9194444444444443,4.094444444444444,2.6944444444444446,3.685185185185185,11.950000000000001,8.927777777777779,5.083333333333333,6.28125,6.649305555555556,4.95,6.833333333333333,12.63888888888889,2.166666666666667,3.738888888888889,9.822222222222223,0.3472222222222222,5.784722222222222,13.342592592592592,2.6851851851851856,11.25925925925926,13.027777777777777,4.755555555555556,7.5055555555555555,6.833333333333333,3.9166666666666665,12.87962962962963,10.027777777777779,4.597222222222223,11.007936507936508,4.476190476190476,6.044444444444445,16.055555555555557,13.044444444444444,6.285714285714286,13.912698412698413,9.936507936507937,7.207516339869281,7.372549019607843,5.852941176470588
V2-01.08.2024-C1SN.V15.csv,1.848148148148148,3.887037037037037,9.142592592592592,3.65,7.688271604938271,7.836419753086419,4.705555555555556,7.993055555555555,7.048611111111111,5.177083333333333,5.166666666666667,7.854166666666667,4.180555555555555,2.566666666666667,3.3549382716049383,2.5347222222222223,3.1259259259259258,3.187037037037037,4.698717948717949,4.743589743589744,2.2094017094017095,3.515151515151515,5.602777777777778,1.6055555555555556,7.013888888888888,7.154761904761905,2.365079365079365,6.475308641975309,4.809027777777778,4.996527777777779,3.337962962962963,9.388888888888888,5.1611111111111105,3.75,10.477777777777778,3.3777777777777778,2.712962962962963,7.722222222222223,10.722222222222221,3.7638888888888884,10.174603174603174,10.912698412698413,3.7222222222222223,7.3842592592592595,7.455555555555556,3.0069444444444446,8.50925925925926,10.88888888888889,4.46875,10.809027777777779,4.461805555555555,6.412037037037037,10.75,7.393518518518518,5.37037037037037,10.75,9.940972222222223,6.347222222222222,7.574652777777778,8.109375
V2-01.08.2024-C1SN.V42.csv,3.4623015873015874,3.875,9.664529914529915,2.7685185185185186,8.75462962962963,9.50925925925926,3.238888888888889,10.04861111111111,5.041666666666667,7.4603174603174605,5.376984126984127,8.62037037037037,2.077777777777778,7.305555555555555,8.455555555555556,5.116666666666666,2.9660493827160495,3.9166666666666665,4.746031746031746,4.0396825396825395,1.2718253968253967,1.6194444444444445,3.947530864197531,5.333333333333333,3.2283950617283947,6.493827160493827,5.222222222222222,7.727777777777778,5.441358024691358,2.3518518518518516,7.472222222222222,3.1888888888888887,8.822222222222223,3.7,8.772222222222222,3.5777777777777775,2.388888888888889,9.838888888888889,1.8444444444444443,4.321428571428571,10.37037037037037,11.023148148148149,2.2976190476190474,6.579365079365079,4.6309523809523805,3.986111111111111,4.35,4.805555555555555,5.143518518518518,10.439814814814813,9.462962962962962,4.78888888888889,13.183333333333334,11.894444444444444,6.96604938271605,9.944444444444445,10.36111111111111,7.083333333333333,6.388888888888888,6.904761904761905
V2-01.08.2024-C1SN.V43.csv,1.7592592592592593,3.2537037037037035,8.46111111111111,1.6354166666666667,7.100694444444445,10.178571428571429,2.013888888888889,9.162037037037036,2.683333333333333,4.169753086419753,3.9876543209876543,6.685185185185185,5.8277777777777775,4.058333333333334,1.4074074074074074,2.0574074074074074,3.1726190476190474,3.2857142857142856,3.8402777777777777,6.215277777777778,2.6666666666666665,3.0782828282828283,6.030555555555555,2.463888888888889,4.507936507936508,9.087962962962962,4.666666666666667,4.9907407407407405,5.116161616161616,3.952020202020202,4.560185185185185,8.037037037037036,4.083333333333333,4.138888888888889,4.561111111111111,7.5625,2.6180555555555554,8.895833333333334,8.50925925925926,5.083333333333333,11.743055555555555,4.607142857142857,4.162037037037037,9.324074074074074,3.6444444444444444,3.7555555555555555,11.458333333333334,2.125,4.777777777777778,12.40079365079365,4.98015873015873,5.96111111111111,15.083333333333334,11.45138888888889,2.3027777777777776,12.297222222222222,6.197530864197531,9.820987654320987,4.6157407407407405,5.578431372549019
V2-01.08.2024-C1SN.V48.csv,2.837962962962963,5.69949494949495,10.98989898989899,2.515873015873016,8.71031746031746,11.321428571428571,4.05,11.381944444444445,4.479166666666667,5.675925925925926,5.561728395061729,5.340277777777778,3.7847222222222223,7.131944444444445,10.340277777777779,4.569444444444445,5.694444444444445,5.367283950617284,4.764957264957265,5.354700854700855,4.349537037037037,3.7407407407407405,7.1157407407407405,6.50462962962963,7.055555555555555,10.050925925925926,3.238888888888889,7.920138888888889,3.9365079365079367,7.626984126984127,8.18888888888889,3.9944444444444445,10.71111111111111,4.105555555555555,6.072222222222222,7.958333333333332,2.5277777777777777,7.981481481481481,13.240740740740742,3.7453703703703707,11.935185185185185,12.625,4.355555555555556,10.222222222222221,5.483333333333333,4.655555555555556,4.3055555555555545,6.069444444444445,3.5912698412698414,11.583333333333334,7.007936507936508,8.627777777777778,13.534722222222221,12.45138888888889,7.108585858585858,8.472222222222223,5.647222222222222,8.752777777777778,5.27046783625731,6.172514619883041
V2-01.08.2024-C1SN.V49.csv,4.222222222222222,4.744791666666666,11.81076388888889,2.255050505050505,7.161616161616162,11.133333333333333,3.3518518518518516,9.944444444444445,9.605555555555554,4.228632478632479,6.277777777777778,5.482905982905983,3.6440972222222223,4.359375,2.4305555555555554,2.572530864197531,3.810185185185185,3.631172839506173,5.655555555555556,4.714814814814815,3.6706349206349205,1.8183760683760684,6.891025641025641,3.1047008547008548,8.994444444444444,8.086111111111112,2.063888888888889,3.927777777777778,4.646296296296296,8.340740740740742,3.580246913580247,4.882716049382716,10.82638888888889,3.6527777777777777,7.430555555555555,7.218253968253968,4.531746031746032,10.321428571428571,2.238095238095238,5.28030303030303,13.785353535353535,7.141666666666667,3.888888888888889,9.203703703703704,12.958333333333334,4.326388888888889,5.663194444444445,4.048611111111111,3.994949494949495,7.0227272727272725,13.158333333333333,7.0246913580246915,14.836805555555555,8.8125,9.699074074074074,12.583333333333332,8.012626262626263,7.008454106280193,8.06280193236715,7.450757575757576
V3-01.08.2024-C1SN.M07.csv,1.6649305555555556,4.517361111111112,7.064814814814815,1.4675925925925926,6.773148148148148,11.680555555555555,4.516666666666667,11.9375,5.256944444444445,5.941358024691358,3.574074074074074,7.788194444444445,5.105555555555555,10.743055555555557,5.805555555555556,5.75,4.633838383838384,2.7916666666666665,3.1323529411764706,3.3366013071895426,3.1753472222222223,3.1555555555555554,4.288888888888889,2.7469135802469133,6.605555555555556,11.638888888888888,8.166666666666666,6.413194444444445,3.513888888888889,8.552083333333334,9.631944444444445,8.305555555555555,10.64814814814815,2.3703703703703702,1.25,9.402777777777779,1.35,3.5222222222222226,12.034722222222223,5.282407407407407,12.35,11.955555555555556,5.175925925925926,7.694444444444445,4.455555555555556,4.194444444444445,7.743055555555555,12.98611111111111,1.7824074074074074,13.976851851851851,9.481481481481481,4.022222222222222,16.041666666666668,14.527777777777779,6.142361111111111,15.51388888888889,7.5396825396825395,8.539814814814815,4.676245210727969,3.8093869731800765
V3-01.08.2024-C1SN.M31.csv,1.3849206349206349,3.4087301587301586,9.5,1.4880952380952381,9.814814814814815,8.953703703703704,0.9111111111111111,10.11111111111111,8.395833333333332,5.579861111111111,5.125,6.940972222222222,3.7847222222222223,8.48611111111111,9.708333333333334,6.194444444444445,5.265432098765432,3.1512345679012346,4.503472222222222,2.0850694444444446,2.1041666666666665,3.161111111111111,3.1296296296296298,4.5,6.273148148148148,10.662037037037036,5.016666666666667,7.111111111111111,5.295138888888889,7.993055555555556,3.2222222222222223,8.988888888888889,10.618055555555557,2.8777777777777778,7.383333333333333,5.638888888888889,0.4305555555555556,6.944444444444445,10.99074074074074,2.853174603174603,11.666666666666666,11.907407407407408,6.027777777777778,6.49537037037037,3.5462962962962963,4.472222222222222,10.766666666666667,2.5208333333333335,5.325396825396825,10.791666666666666,8.800925925925926,2.925925925925926,12.018518518518519,11.661111111111111,7.488888888888889,9.354938271604938,5.663580246913581,6.5777777777777775,5.636111111111111,4.3011695906432745
V3-01.08.2024-C1SN.T10.csv,3.011111111111111,3.6814814814814816,8.642857142857142,5.126543209876543,7.549382716049382,9.9375,0.32936507936507936,3.599206349206349,7.658730158730159,5.28125,4.492063492063492,7.773809523809524,3.425925925925926,6.688888888888889,8.905555555555555,5.055555555555555,5.833333333333333,5.280864197530864,4.298148148148148,2.7888888888888888,2.435185185185185,2.4027777777777777,6.03125,5.211805555555555,6.111111111111111,9.398148148148149,6.412037037037037,6.484567901234568,5.197916666666667,5.378472222222222,5.634920634920635,4.746031746031746,4.158730158730158,0.9513888888888888,7.618055555555555,10.645833333333334,1.784722222222222,9.314814814814815,11.231481481481481,3.5039682539682535,10.949074074074073,11.231481481481481,5.939814814814815,4.49537037037037,9.322222222222223,3.666666666666667,10.1875,2.7870370370370368,5.791666666666666,11.226851851851851,8.189814814814815,9.257936507936508,10.25,2.4444444444444446,7.904320987654321,8.63888888888889,6.061728395061728,5.176713947990544,3.7819148936170213,4.592789598108747
V3-01.08.2024-C1SN.T81.csv,2.3796296296296293,2.5166666666666666,9.185185185185185,3.619047619047619,10.393518518518519,9.972222222222221,3.311111111111111,8.42361111111111,8.29861111111111,3.3333333333333335,2.941919191919192,7.463888888888889,3.888888888888889,7.527777777777778,7.85,4.8734567901234565,4.368055555555555,4.3125,3.3856209150326797,3.4166666666666665,1.7795138888888888,2.1543209876543212,6.708333333333333,2.3506944444444446,4.958333333333333,10.273148148148149,2.7962962962962963,4.607638888888889,7.027777777777778,6.940476190476191,2.716666666666667,8.866666666666667,9.541666666666668,1.8888888888888888,5.393518518518518,8.238888888888889,1.7083333333333335,7.104166666666667,9.597222222222223,1.9768518518518519,11.078703703703702,12.287037037037036,4.083333333333333,8.967592592592592,1.6722222222222223,3.166666666666667,9.333333333333334,10.52777777777778,2.011904761904762,12.420634920634921,5.956349206349206,6.24537037037037,12.772222222222222,11.82777777777778,7.845959595959596,6.919444444444444,4.2250000000000005,7.078125,6.798611111111111,7.501736111111112
