Tiempo,Velocidad,Latitud,Longitud,T_acumulado_min
2024-10-01 06:15:46,49.6,-0.258116,-78.52253,441.1833333333295
2024-10-01 06:15:48,51.3,-0.257865,-78.522513,441.21666666666283
2024-10-01 06:15:49,51.1,-0.257738,-78.522506,441.2333333333295
2024-10-01 06:15:54,49.8,-0.25711,-78.52248,441.3166666666628
2024-10-01 06:15:59,50.9,-0.256478,-78.52245,441.3999999999961
2024-10-01 06:16:04,50.0,-0.255851,-78.522426,441.4833333333294
2024-10-01 06:16:09,50.3,-0.255221,-78.522373,441.56666666666274
2024-10-01 06:16:14,42.0,-0.25464,-78.522301,441.64999999999606
2024-10-01 06:16:17,35.3,-0.254368,-78.522228,441.69999999999607
2024-10-01 06:16:19,33.7,-0.254221,-78.52214,441.7333333333294
2024-10-01 06:16:24,35.5,-0.253891,-78.521861,441.81666666666274
2024-10-01 06:16:29,30.9,-0.253548,-78.521616,441.89999999999606
2024-10-01 06:16:34,27.5,-0.253231,-78.521443,441.98333333332937
2024-10-01 06:16:39,25.9,-0.252925,-78.521283,442.0666666666627
2024-10-01 06:16:44,15.5,-0.252701,-78.521185,442.149999999996
2024-10-01 06:16:49,19.0,-0.252485,-78.521131,442.2333333333293
2024-10-01 06:16:54,19.8,-0.252245,-78.521066,442.3166666666626
2024-10-01 06:16:59,16.4,-0.25203,-78.521006,442.39999999999594
2024-10-01 06:17:04,10.5,-0.25187,-78.520961,442.48333333332926
2024-10-01 06:17:09,0.0,-0.251805,-78.520945,442.56666666666257
2024-10-01 06:17:53,4.8,-0.251761,-78.520893,443.2999999999959
2024-10-01 06:17:54,7.4,-0.251746,-78.520883,443.31666666666257
2024-10-01 06:17:56,6.8,-0.251713,-78.520878,443.34999999999593
2024-10-01 06:17:57,8.8,-0.251693,-78.520871,443.3666666666626
2024-10-01 06:18:02,0.0,-0.251648,-78.520855,443.4499999999959
2024-10-01 06:18:17,5.1,-0.251561,-78.520801,443.6999999999959
2024-10-01 06:18:18,6.4,-0.25155,-78.520788,443.71666666666255
2024-10-01 06:18:19,5.0,-0.251543,-78.520775,443.7333333333292
2024-10-01 06:18:20,4.4,-0.251543,-78.520761,443.74999999999585
2024-10-01 06:18:24,6.8,-0.25155,-78.520723,443.8166666666625
2024-10-01 06:18:27,11.8,-0.25158,-78.520655,443.8666666666625
2024-10-01 06:18:32,15.3,-0.251646,-78.520518,443.94999999999584
2024-10-01 06:18:33,12.4,-0.251641,-78.520453,443.9666666666625
2024-10-01 06:18:34,13.5,-0.25162,-78.520428,443.98333333332914
2024-10-01 06:18:35,12.5,-0.251591,-78.520413,443.9999999999958
2024-10-01 06:18:36,13.1,-0.251561,-78.520401,444.01666666666245
2024-10-01 06:18:41,21.8,-0.251396,-78.520335,444.09999999999576
2024-10-01 06:18:46,37.2,-0.250976,-78.520125,444.1833333333291
2024-10-01 06:18:51,45.5,-0.2505,-78.519881,444.2666666666624
2024-10-01 06:18:56,47.4,-0.249961,-78.519613,444.3499999999957
2024-10-01 06:19:01,46.8,-0.249438,-78.519348,444.433333333329
2024-10-01 06:19:06,38.7,-0.248943,-78.519113,444.51666666666233
2024-10-01 06:19:11,10.5,-0.24866,-78.518975,444.59999999999565
2024-10-01 06:19:16,0.0,-0.248645,-78.518968,444.68333333332896
2024-10-01 06:19:54,4.0,-0.248628,-78.518963,445.3166666666623
